# text = Charlie Rose:				
Charlie					1	Charlie	_	
The					1	The	_	
guy	SBJ	def-np.the	OLD		2	guy	_	
who	SBJ_3				3	who	_	
started					4	started	_	
this					5	this	_	
company	OBJ_3	def-np.dem	OLD		6	company	_	
,					7	,	_	
Demis	other_2	ne	OLD		8	Demis	set_32	
,					9	,	_	
has					10	has	_	
a					11	a	_	
neuroscience	OBJ	indef-np.a			12	neuroscience	_	
and					13	and	_	
a					14	a	_	
computer					15	computer	_	
science					16	science	_	
background	other_2	indef-np.a			17	background	_	
.				18	.	_
		
# text = He went back to school to get his Ph.D. to study the brain.	
He	SBJ	pron.pper	OLD		1	He	set_32	
went					2	went	_	
back					3	back	_	
to					4	to	_	
school	other	indef-np.bare			5	school	_	
to					6	to	_	
get					7	get	_	
his	other_3	pron.ppos	OLD		8	his	set_32	
Ph.D.	OBJ_2	def-np.poss	OLD		9	Ph.D.	_	
to					10	to	_	
study					11	study	_	
the					12	the	_	
brain	OBJ_3	def-np.the	OLD		13	brain	_	
.				14	.	_
		
# text = And so I think we're seeing a lot of exciting work going on that sort of crosses computer science and neuroscience in terms of really understanding what it takes to make something smart and do really interesting things.	
And					1	And	_	
so					2	so	_	
I	SBJ	pron.pper	OLD		3	I	_	
think					4	think	_	
we	SBJ_2	pron.pper	OLD		5	we	_	
're					6	're	_	
seeing					7	seeing	_	
a					8	a	_	
lot	OBJ_2	indef-np.a			9	lot	_	
of					10	of	_	
exciting					11	exciting	_	
work	other_3	indef-np.bare			12	work	set_152	
going					13	going	_	
on					14	on	_	
that					15	that	_	
sort	other_3	def-np.dem	OLD		16	sort	_	
of					17	of	_	
crosses					18	crosses	_	
computer					19	computer	_	
science	other_4	indef-np.bare			20	science	_	
and					21	and	_	
neuroscience	other_5	indef-np.bare			22	neuroscience	_	
in					23	in	_	
terms	other_3	indef-np.bare			24	terms	_	
of					25	of	_	
really					26	really	_	
understanding					27	understanding	_	
what	OBJ_6	pron.pint			28	what	_	
it	SBJ_6	pron.pper	OLD		29	it	_	
takes					30	takes	_	
to					31	to	_	
make					32	make	_	
something	OBJ_7	pron	OLD		33	something	_	
smart					34	smart	_	
and					35	and	_	
do					36	do	_	
really					37	really	_	
interesting					38	interesting	_	
things	OBJ_2	indef-np.bare			39	things	_	
.				40	.	_
		
# text = CR: But where's the level of it now?	
CR	other	indef-np.bare			1	CR	_	
:					2	:	_	
But					3	But	_	
where	other	pron.pint			4	where	_	
's					5	's	_	
the					6	the	_	
level	SBJ_2	def-np.poss	OLD		7	level	_	
of					8	of	_	
it	other_3	pron.pper	OLD		9	it	set_152	
now					10	now	_	
?				11	_	_
		
# text = And how fast do you think we are moving?	
And					1	And	_	
how					2	how	_	
fast					3	fast	_	
do					4	do	_	
you	SBJ	pron.pper	OLD		5	you	_	
think					6	think	_	
we	SBJ_2	pron.pper	OLD		7	we	_	
are					8	are	_	
moving					9	moving	_	
?				10	_	_
		
# text = LP: Well, this is the state of the art right now, understanding cats on YouTube and things like that, improving voice recognition.	
LP					1	LP	_	
:					2	:	_	
Well					3	Well	_	
,					4	,	_	
this	SBJ_2	pron.pds	OLD		5	this	set_153	
is					6	is	_	
the					7	the	_	
state	other	def-np.the	OLD		8	state	_	
of					9	of	_	
the					10	the	_	
art	other_2	def-np.the	OLD		11	art	_	
right					12	right	_	
now					13	now	_	
,					14	,	_	
understanding					15	understanding	_	
cats	other_2	indef-np.bare			16	cats	set_153	
on					17	on	_	
YouTube	other_3	ne	OLD		18	YouTube	_	
and					19	and	_	
things	other_4	indef-np.bare			20	things	_	
like					21	like	_	
that	other_5	pron.pds	OLD		22	that	set_154	
,					23	,	_	
improving					24	improving	_	
voice					25	voice	_	
recognition	OBJ_4	indef-np.bare			26	recognition	_	
.				27	.	_
		
# text = We used a lot of machine learning to improve things incrementally, but I think for me, this example's really exciting, because it's one program that can do a lot of different things.	
We	SBJ	pron.pper	OLD		1	We	_	
used					2	used	_	
a					3	a	_	
lot	OBJ	indef-np.a			4	lot	_	
of					5	of	_	
machine	other_2	indef-np.bare			6	machine	_	
learning					7	learning	_	
to					8	to	_	
improve					9	improve	_	
things	OBJ_3	indef-np.bare			10	things	_	
incrementally					11	incrementally	_	
,					12	,	_	
but					13	but	_	
I	SBJ_2	pron.pper	OLD		14	I	_	
think					15	think	_	
for					16	for	_	
me	other_2	pron.pper	OLD		17	me	_	
,					18	,	_	
this					19	this	_	
example	other_2	def-np.dem	OLD		20	example	set_33	
's					21	's	_	
really					22	really	_	
exciting					23	exciting	_	
,					24	,	_	
because					25	because	_	
it	SBJ_2	pron.pper	OLD		26	it	set_33	
's					27	's	_	
one					28	one	_	
program	other	indef-np.quant			29	program	_	
that	SBJ_3				30	that	_	
can					31	can	_	
do					32	do	_	
a					33	a	_	
lot	OBJ_3	indef-np.a			34	lot	_	
of					35	of	_	
different					36	different	_	
things	other_4	indef-np.bare			37	things	_	
.				38	.	_
		
# text = CR: I don't know if we can do this, but we've got the image of the cat.	
CR	other	indef-np.bare			1	CR	_	
:					2	:	_	
I	SBJ_2	pron.pper	OLD		3	I	_	
do					4	do	_	
n't					5	n't	_	
know					6	know	_	
if					7	if	_	
we	SBJ_3	pron.pper	OLD		8	we	_	
can					9	can	_	
do					10	do	_	
this	OBJ_3	pron.pds	OLD		11	this	_	
,					12	,	_	
but					13	but	_	
we	SBJ_3	pron.pper	OLD		14	we	_	
've					15	've	_	
got					16	got	_	
the					17	the	_	
image	OBJ_3	def-np.the	OLD		18	image	_	
of					19	of	_	
the					20	the	_	
cat	other_4	def-np.the	OLD		21	cat	_	
.				22	.	_
		
# text = It would be wonderful to see this.	
It					1	It	_	
would					2	would	_	
be					3	be	_	
wonderful					4	wonderful	_	
to					5	to	_	
see					6	see	_	
this	OBJ_2	pron.pds	OLD		7	this	_	
.				8	.	_
		
# text = This is how machines looked at cats and what they came up with.	
This	SBJ	pron.pds	OLD		1	This	_	
is					2	is	_	
how					3	how	_	
machines	SBJ	indef-np.bare			4	machines	set_34	
looked					5	looked	_	
at					6	at	_	
cats	other	indef-np.bare			7	cats	_	
and					8	and	_	
what	other	pron.pint			9	what	_	
they	SBJ_3	pron.pper	OLD		10	they	set_34	
came					11	came	_	
up					12	up	_	
with					13	with	_	
.				14	.	_
		
# text = Can we see that image?	
Can								
we	SBJ	pron.pper	OLD					
see					17	see	_	
that								
image	OBJ	def-np.dem	OLD					
?							
	
# text = LP: Yeah.				
LP					1	LP	_	
:					2	:	_	
Yeah					3	Yeah	_	
.				4	.	_
		
# text = CR: There it is.	
CR	other	indef-np.bare			1	CR	_	
:								
There					3	There	_	
it	SBJ_2	pron.pper	OLD		4	it	set_35	
is								
.							
	
# text = Can you see the cat?				
Can								
you	SBJ	pron.pper	OLD					
see					13	see	_	
the								
cat	OBJ	def-np.the	OLD					
?							
	
# text = Designed by machines, seen by machines.				
Designed					1	Designed	_	
by					2	by	_	
machines	other	indef-np.bare			3	machines	_	
,					4	,	_	
seen					5	seen	_	
by					6	by	_	
machines	other_2	indef-np.bare			7	machines	_	
.				8	.	_
		
# text = LP: That's right.	
LP					1	LP	_	
:					2	:	_	
That	SBJ	pron.pds	OLD		3	That	_	
's					4	's	_	
right					5	right	_	
.				6	.	_
		
# text = So this is learned from just watching YouTube.	
So					1	So	_	
this	SBJ	pron.pds	OLD		2	this	_	
is					3	is	_	
learned					4	learned	_	
from					5	from	_	
just					6	just	_	
watching					7	watching	_	
YouTube	OBJ_2	ne	OLD		8	YouTube	_	
.				9	.	_
		
# text = And there's no training, no notion of a cat, but this concept of a cat is something important that you would understand, and now that the machines can kind of understand.	
And					1	And	_	
there					2	there	_	
's					3	's	_	
no					4	no	_	
training	SBJ	indef-np.quant			5	training	_	
,					6	,	_	
no					7	no	_	
notion	other_2	indef-np.quant			8	notion	_	
of					9	of	_	
a					10	a	_	
cat	other_3	indef-np.a			11	cat	_	
,					12	,	_	
but					13	but	_	
this					14	this	_	
concept	SBJ_2	def-np.dem	OLD		15	concept	_	
of					16	of	_	
a					17	a	_	
cat	other_3	indef-np.a			18	cat	_	
is					19	is	_	
something	other	pron	OLD		20	something	_	
important					21	important	_	
that					22	that	_	
you	SBJ_4	pron.pper	OLD		23	you	_	
would					24	would	_	
understand					25	understand	_	
,					26	,	_	
and					27	and	_	
now					28	now	_	
that					29	that	_	
the					30	the	_	
machines	SBJ_5	def-np.the	OLD		31	machines	_	
can					32	can	_	
kind					33	kind	_	
of					34	of	_	
understand					35	understand	_	
.				36	.	_
		
# text = Maybe just finishing also on the search part, it started with search, really understanding people's context and their information.	
Maybe					1	Maybe	_	
just					2	just	_	
finishing					3	finishing	_	
also					4	also	_	
on					5	on	_	
the					6	the	_	
search					7	search	_	
part	other	def-np.the	OLD		8	part	set_155	
,					9	,	_	
it	SBJ_2	pron.pper	OLD		10	it	set_155	
started					11	started	_	
with					12	with	_	
search	other_2	indef-np.bare			13	search	_	
,					14	,	_	
really					15	really	_	
understanding					16	understanding	_	
people	other_2	indef-np.bare			17	people	set_37	
's					18	's	_	
context	other	def-np.poss	OLD		19	context	_	
and					20	and	_	
their	other_3	pron.ppos	OLD		21	their	set_37	
information	other_2	def-np.poss	OLD		22	information	_	
.				23	.	_
		
# text = I did have a video I wanted to show quickly on that that we actually found.	
I	SBJ	pron.pper	OLD		1	I	_	
did					2	did	_	
have					3	have	_	
a					4	a	_	
video	OBJ	indef-np.a			5	video	set_48	
I	SBJ_3	pron.pper	OLD		6	I	_	
wanted					7	wanted	_	
to					8	to	_	
show					9	show	_	
quickly					10	quickly	_	
on					11	on	_	
that					12	that	_	
that					13	that	_	
we	SBJ_2	pron.pper	OLD		14	we	_	
actually					15	actually	_	
found					16	found	_	
.				17	.	_
		
# text = (Video)	
(					1	(	_	
Video	other	indef-np.bare						
)							
	
--	1	''	_	
# text = [\"Soy, Kenya\"]				
[								
&quot;								
Soy	other	ne	OLD					
,								
Kenya								
&quot;								
]							
	
# text = Zack Matere:				
Zack	other	ne	OLD					
Matere								
:				1	:	_	
	
# text = Not long ago, I planted a crop of potatoes.				
Not								
long								
ago								
,					1	,	_	
I	SBJ	pron.pper	OLD					
planted								
a								
crop	OBJ	indef-np.a						
of								
potatoes	other_2	indef-np.bare						
.							
	
# text = Then suddenly they started dying one after the other.				
Then					1	Then	_	
suddenly					2	suddenly	_	
they	SBJ	pron.pper	OLD		3	they	set_38	
started					4	started	_	
dying					5	dying	_	
one	OBJ_2				6	one	_	
after					7	after	_	
the					8	the	_	
other					9	other	_	
.				10	.	_
		
# text = I checked out the books and they didn't tell me much.	
I	SBJ	pron.pper	OLD		1	I	_	
checked					2	checked	_	
out					3	out	_	
the					4	the	_	
books	OBJ	def-np.the	OLD		5	books	set_39	
and					6	and	_	
they	SBJ_2	pron.pper	OLD		7	they	set_39	
did					8	did	_	
n't					9	n't	_	
tell					10	tell	_	
me	OBJ_2	pron.pper	OLD		11	me	_	
much					12	much	_	
.				13	.	_
		
# text = So, I went and I did a search.	
So					1	So	_	
,					2	,	_	
I	SBJ	pron.pper	OLD		3	I	_	
went					4	went	_	
and					5	and	_	
I	SBJ_2	pron.pper	OLD		6	I	_	
did					7	did	_	
a					8	a	_	
search	OBJ_2	indef-np.a			9	search	_	
.				10	.	_
		
--	
# text = ["Zack Matere, Farmer"]				
[					1	[	_	
&quot;					2	''	_	
Zack	other	ne	OLD		3	Zack	_	
Matere					4	Matere	_	
,					5	,	_	
Farmer					6	Farmer	_	
&quot;					7	''	_	
]				8	]	_
		
# text = Potato diseases.	
Potato								
diseases	other	indef-np.bare			10	diseases	_	
.							
	
# text = One of the websites told me that ants could be the problem.				
One	SBJ				1	One	set_135	
of					2	of	_	
the					3	the	_	
websites	other_2	def-np.the	OLD		4	websites	_	
told					5	told	_	
me	OBJ	pron.pper	OLD		6	me	_	
that					7	that	_	
ants	SBJ_2	indef-np.bare			8	ants	_	
could					9	could	_	
be					10	be	_	
the					11	the	_	
problem	other	def-np.the	OLD		12	problem	_	
.				13	.	_
		
# text = It said, sprinkle wood ash over the plants.	
It	SBJ	pron.pper	OLD		1	It	set_135	
said					2	said	_	
,					3	,	_	
sprinkle					4	sprinkle	_	
wood					5	wood	_	
ash	OBJ	indef-np.bare			6	ash	_	
over					7	over	_	
the					8	the	_	
plants	other_2	def-np.the	OLD		9	plants	_	
.				10	.	_
		
# text = Then after a few days the ants disappeared.	
Then					1	Then	_	
after					2	after	_	
a					3	a	_	
few					4	few	_	
days	other	indef-np.a			5	days	_	
the					6	the	_	
ants	SBJ_2	def-np.the	OLD		7	ants	_	
disappeared					8	disappeared	_	
.				9	.	_
		
# text = I got excited about the Internet.	
I	SBJ	pron.pper	OLD		1	I	_	
got					2	got	_	
excited					3	excited	_	
about					4	about	_	
the					5	the	_	
Internet	other_2	def-np.the	OLD		6	Internet	_	
.				7	.	_
		
# text = I have this friend who really would like to expand his business.	
I	SBJ	pron.pper	OLD		1	I	_	
have					2	have	_	
this					3	this	_	
friend	OBJ	def-np.dem	OLD		4	friend	set_43	
who	SBJ_2				5	who	_	
really					6	really	_	
would					7	would	_	
like					8	like	_	
to					9	to	_	
expand					10	expand	_	
his	other_4	pron.ppos	OLD		11	his	set_43	
business	OBJ_3	def-np.poss	OLD		12	business	_	
.				13	.	_
		
# text = So I went with him to the cyber cafe and we checked out several sites.	
So					1	So	_	
I	SBJ	pron.pper	OLD		2	I	_	
went					3	went	_	
with					4	with	_	
him	other	pron.pper	OLD		5	him	set_43	
to					6	to	_	
the					7	the	_	
cyber					8	cyber	_	
cafe	other	def-np.the	OLD		9	cafe	_	
and					10	and	_	
we	SBJ_2	pron.pper	OLD		11	we	_	
checked					12	checked	_	
out					13	out	_	
several					14	several	_	
sites	OBJ_2	indef-np.bare			15	sites	_	
.				16	.	_
		
# text = When I met him next, he was going to put a windmill at the local school.	
When					1	When	_	
I	SBJ_2	pron.pper	OLD		2	I	_	
met					3	met	_	
him	OBJ_2	pron.pper	OLD		4	him	set_43	
next					5	next	_	
,					6	,	_	
he	SBJ	pron.pper	OLD		7	he	set_43	
was					8	was	_	
going					9	going	_	
to					10	to	_	
put					11	put	_	
a					12	a	_	
windmill	OBJ_2	indef-np.a			13	windmill	_	
at					14	at	_	
the					15	the	_	
local					16	local	_	
school	other_2	def-np.the	OLD		17	school	_	
.				18	.	_
		
# text = I felt proud because something that wasn't there before was suddenly there.	
I	SBJ	pron.pper	OLD		1	I	_	
felt					2	felt	_	
proud					3	proud	_	
because					4	because	_	
something	SBJ_2	pron	OLD		5	something	_	
that	SBJ_4				6	that	_	
was					7	was	_	
n't					8	n't	_	
there	other_3	pron.padv	OLD		9	there	_	
before					10	before	_	
was					11	was	_	
suddenly					12	suddenly	_	
there	other	pron.padv	OLD		13	there	_	
.				14	.	_
		
# text = I realized that not everybody can be able to access what I was able to access.	
I	SBJ	pron.pper	OLD		1	I	_	
realized					2	realized	_	
that					3	that	_	
not					4	not	_	
everybody	SBJ_2	pron	OLD		5	everybody	_	
can					6	can	_	
be					7	be	_	
able					8	able	_	
to					9	to	_	
access					10	access	_	
what	OBJ_3	pron.pint			11	what	_	
I	SBJ_5	pron.pper	OLD		12	I	_	
was					13	was	_	
able					14	able	_	
to					15	to	_	
access					16	access	_	
.				17	.	_
		
# text = I thought that I need to have an Internet that my grandmother can use.	
I	SBJ	pron.pper	OLD		1	I	_	
thought					2	thought	_	
that					3	that	_	
I	SBJ_2	pron.pper	OLD		4	I	_	
need					5	need	_	
to					6	to	_	
have					7	have	_	
an					8	an	_	
Internet	OBJ_3	indef-np.a			9	Internet	_	
that					10	that	_	
my	other_6	pron.ppos	OLD		11	my	_	
grandmother	SBJ_5	def-np.poss	OLD		12	grandmother	_	
can					13	can	_	
use					14	use	_	
.				15	.	_
		
# text = So I thought about a notice board.	
So					1	So	_	
I	SBJ	pron.pper	OLD		2	I	_	
thought					3	thought	_	
about					4	about	_	
a					5	a	_	
notice					6	notice	_	
board	other	indef-np.a			7	board	_	
.				8	.	_
		
# text = A simple wooden notice board.	
A					1	A	_	
simple					2	simple	_	
wooden					3	wooden	_	
notice					4	notice	_	
board	other	indef-np.a			5	board	_	
.				6	.	_
		
# text = When I get information on my phone, I'm able to post the information on the notice board.	
When					1	When	_	
I	SBJ_2	pron.pper	OLD		2	I	_	
get					3	get	_	
information	OBJ_2	indef-np.bare			4	information	_	
on					5	on	_	
my	other_3	pron.ppos	OLD		6	my	_	
phone	other_2	def-np.poss	OLD		7	phone	set_44	
,					8	,	_	
I	SBJ	pron.pper	OLD		9	I	_	
'm					10	'm	_	
able					11	able	_	
to					12	to	_	
post					13	post	_	
the					14	the	_	
information	OBJ_2	def-np.the	OLD		15	information	_	
on					16	on	_	
the					17	the	_	
notice					18	notice	_	
board	other_2	def-np.the	OLD		19	board	_	
.				20	.	_
		
# text = So it's basically like a computer.	
So					1	So	_	
it	SBJ	pron.pper	OLD		2	it	set_44	
's					3	's	_	
basically					4	basically	_	
like					5	like	_	
a					6	a	_	
computer	other	indef-np.a			7	computer	_	
.				8	.	_
		
# text = I use the Internet to help people.	
I	SBJ	pron.pper	OLD		1	I	_	
use					2	use	_	
the					3	the	_	
Internet	OBJ	def-np.the	OLD		4	Internet	_	
to					5	to	_	
help					6	help	_	
people	OBJ_2	indef-np.bare			7	people	_	
.				8	.	_
		
# text = I think I am searching for a better life for me and my neighbors.	
I	SBJ	pron.pper	OLD		1	I	_	
think					2	think	_	
I	SBJ_2	pron.pper	OLD		3	I	_	
am					4	am	_	
searching					5	searching	_	
for					6	for	_	
a					7	a	_	
better					8	better	_	
life	other_2	indef-np.a			9	life	_	
for					10	for	_	
me	other_3	pron.pper	OLD		11	me	_	
and					12	and	_	
my	other_5	pron.ppos	OLD		13	my	_	
neighbors	other_4	def-np.poss	OLD		14	neighbors	_	
.				15	.	_
		
# text = So many people have access to information, but there's no follow-up to that.	
So					1	So	_	
many					2	many	_	
people	SBJ	indef-np.quant			3	people	_	
have					4	have	set_156	
access	OBJ	indef-np.bare			5	access	_	
to					6	to	_	
information	other_2	indef-np.bare			7	information	_	
,					8	,	_	
but					9	but	_	
there					10	there	_	
's					11	's	_	
no								
follow								
_								
up	OBJ_2	indef-np.quant			14	up	_	
to								
that	other_3	pron.pds	OLD					
.				16	.	_
		
# text = I think the follow-up to that is our knowledge.	
I	SBJ	pron.pper	OLD		1	I	_	
think					2	think	_	
the								
follow								
_								
up	OBJ	def-np.the	OLD		5	up	_	
to								
that	other_2	pron.pds	OLD					
is								
our	other_2	pron.ppos	OLD					
knowledge	other	def-np.poss	OLD		11	knowledge	_	
.				10	.	_
		
# text = When people have the knowledge, they can find solutions without having to helped out.	
When					1	When	_	
people	SBJ_2	indef-np.bare			2	people	set_46	
have					3	have	_	
the					4	the	_	
knowledge	OBJ_2	def-np.the	OLD		5	knowledge	_	
,					6	,	_	
they	SBJ	pron.pper	OLD		7	they	set_46	
can					8	can	_	
find					9	find	_	
solutions	OBJ	indef-np.bare			10	solutions	_	
without					11	without	_	
having					12	having	_	
to					13	to	_	
helped					14	helped	_	
out					15	out	_	
.				16	.	_
		
# text = Information is powerful, but it is how we use it that will define us.	
Information	SBJ	indef-np.bare			1	Information	set_47	
is					2	is	_	
powerful					3	powerful	_	
,					4	,	_	
but					5	but	_	
it					6	it	_	
is					7	is	_	
how					8	how	_	
we	SBJ_3	pron.pper	OLD		9	we	_	
use					10	use	_	
it	OBJ_3	pron.pper	OLD		11	it	set_47	
that	SBJ_4				12	that	_	
will					13	will	_	
define					14	define	_	
us	OBJ_4	pron.pper	OLD		15	us	_	
.				16	.	_
		
# text = (Applause) LP: Now, the amazing thing about that video, actually, was we just read about it in the news, and we found this gentlemen, and made that little clip.	
(					1	(	_	
Applause	other	indef-np.bare						
)								
LP								
:								
Now								
,								
the								
amazing								
thing	SBJ_2	def-np.the	OLD					
about								
that								
video	other_2	def-np.dem	OLD					
,								
actually								
,								
was								
we	SBJ_2	pron.pper	OLD					
just								
read								
about								
it	other_2	pron.pper	OLD					
in								
the								
news	other_2	def-np.the	OLD					
,								
and								
we	SBJ_3	pron.pper	OLD					
found								
this								
gentlemen	OBJ_3	def-np.dem	OLD					
,								
and								
made								
that								
little								
clip	OBJ_3	def-np.dem	OLD					
.							
	
# text = CR: When I talk to people about you, they say to me, people who know you well, say, Larry wants to change the world, and he believes technology can show the way.				
CR	other	indef-np.bare			1	CR	_	
:					2	:	_	
When					3	When	_	
I	SBJ_3	pron.pper	OLD		4	I	_	
talk					5	talk	_	
to					6	to	_	
people	other_3	indef-np.bare			7	people	set_49	
about					8	about	_	
you	other_4	pron.pper	OLD		9	you	_	
,					10	,	_	
they	SBJ_2	pron.pper	OLD		11	they	set_49	
say					12	say	_	
to					13	to	_	
me	other_2	pron.pper	OLD		14	me	_	
,					15	,	_	
people	other	indef-np.bare			16	people	_	
who	SBJ_3				17	who	_	
know					18	know	_	
you	SBJ_4	pron.pper	OLD		19	you	_	
well					20	well	_	
,					21	,	_	
say					22	say	_	
,					23	,	_	
Larry	SBJ_4	ne	OLD		24	Larry	set_1	
wants					25	wants	_	
to					26	to	_	
change					27	change	_	
the					28	the	_	
world	OBJ_5	def-np.the	OLD		29	world	_	
,					30	,	_	
and					31	and	_	
he	SBJ_2	pron.pper	OLD		32	he	set_1	
believes					33	believes	_	
technology	SBJ_3	indef-np.bare			34	technology	_	
can					35	can	_	
show					36	show	set_157	
the					37	the	_	
way	OBJ_3	def-np.the	OLD		38	way	_	
.				39	.	_
		
# text = And that means access to the Internet.	
And					1	And	_	
that	SBJ	pron.pds	OLD		2	that	set_157	
means					3	means	_	
access	OBJ	indef-np.bare			4	access	_	
to					5	to	_	
the					6	the	_	
Internet	other	def-np.the	OLD		7	Internet	_	
.				8	.	_
		
# text = It has to do with languages.	
It	SBJ	pron.pper	OLD		1	It	set_157	
has					2	has	_	
to					3	to	_	
do					4	do	_	
with					5	with	_	
languages	other_2	indef-np.bare			6	languages	_	
.				7	.	_
		
# text = It also means how people can get access and do things that will affect their community, and this is an example.	
It	SBJ	pron.pper	OLD		1	It	set_157	
also					2	also	_	
means					3	means	_	
how					4	how	_	
people	SBJ_2	indef-np.bare			5	people	set_51	
can					6	can	_	
get					7	get	set_203	
access	OBJ_2	indef-np.bare			8	access	_	
and					9	and	_	
do					10	do	_	
things	OBJ_4	indef-np.bare			11	things	_	
that	SBJ_6				12	that	_	
will					13	will	_	
affect					14	affect	_	
their	other_7	pron.ppos	OLD		15	their	set_51	
community	OBJ_6	def-np.poss	OLD		16	community	_	
,					17	,	_	
and					18	and	_	
this	SBJ_2	pron.pds	OLD		19	this	_	
is					20	is	_	
an					21	an	_	
example	other	indef-np.a			22	example	_	
.				23	.	_
		
# text = LP: Yeah, that's right, and I think for me, I have been focusing on access more, if we're talking about the future.	
LP					1	LP	_	
:					2	:	_	
Yeah					3	Yeah	_	
,					4	,	_	
that	SBJ	pron.pds	OLD		5	that	_	
's					6	's	_	
right					7	right	_	
,					8	,	_	
and					9	and	_	
I	SBJ_2	pron.pper	OLD		10	I	_	
think					11	think	_	
for					12	for	_	
me	other_2	pron.pper	OLD		13	me	_	
,					14	,	_	
I	SBJ_2	pron.pper	OLD		15	I	_	
have					16	have	_	
been					17	been	_	
focusing					18	focusing	_	
on					19	on	_	
access	other_2	indef-np.bare			20	access	_	
more					21	more	_	
,					22	,	_	
if					23	if	_	
we	SBJ_2	pron.pper	OLD		24	we	_	
're					25	're	_	
talking					26	talking	_	
about					27	about	_	
the					28	the	_	
future	other_2	def-np.the	OLD		29	future	_	
.				30	.	_
		
# text = We recently released this Loon Project which is using balloons to do it.	
We	SBJ	pron.pper	OLD		1	We	_	
recently					2	recently	_	
released					3	released	_	
this					4	this	_	
Loon					5	Loon	_	
Project	OBJ	def-np.dem	OLD		6	Project	set_53	
which	SBJ_3				7	which	_	
is					8	is	_	
using					9	using	_	
balloons	OBJ_3	indef-np.bare			10	balloons	_	
to					11	to	_	
do					12	do	_	
it	OBJ_4	pron.pper	OLD		13	it	set_203	
.				14	.	_
		
# text = It sounds totally crazy.	
It	SBJ	pron.pper	OLD		1	It	set_53	
sounds					2	sounds	_	
totally					3	totally	_	
crazy					4	crazy	_	
.				5	.	_
		
# text = We can show the video here.	
We	SBJ	pron.pper	OLD		1	We	_	
can					2	can	_	
show					3	show	_	
the					4	the	_	
video	OBJ	def-np.the	OLD		5	video	_	
here					6	here	_	
.				7	.	_
		
# text = Actually, two out of three people in the world don't have good Internet access now.	
Actually					1	Actually	_	
,					2	,	_	
two	SBJ				3	two	_	
out					4	out	_	
of					5	of	_	
three					6	three	_	
people	other_2	indef-np.quant			7	people	_	
in					8	in	_	
the					9	the	_	
world	other_3	def-np.the	OLD		10	world	_	
do					11	do	_	
n't					12	n't	_	
have					13	have	_	
good					14	good	_	
Internet					15	Internet	_	
access	OBJ	indef-np.bare			16	access	_	
now					17	now	_	
.				18	.	_
		
# text = We actually think this can really help people sort of cost-efficiently.	
We	SBJ	pron.pper	OLD		1	We	_	
actually					2	actually	_	
think					3	think	_	
this	SBJ_2	pron.pds	OLD		4	this	set_53	
can					5	can	_	
really					6	really	_	
help					7	help	_	
people	OBJ_2	indef-np.bare			8	people	_	
sort					9	sort	_	
of					10	of	_	
cost-efficiently					11	cost-efficiently	_	
.				12	.	_
		
# text = CR: It's a balloon.	
CR	other	indef-np.bare			1	CR	_	
:					2	:	_	
It	SBJ_2	pron.pper	OLD		3	It	_	
's					4	's	_	
a					5	a	_	
balloon	other	indef-np.a			6	balloon	set_158	
.				7	.	_
		
# text = LP: Yeah, get access to the Internet.	
LP								
:								
Yeah								
,								
get					12	get	_	
access	OBJ	indef-np.bare						
to								
the								
Internet	other_2	def-np.the	OLD					
.							
	
# text = CR: And why does this balloon give you access to the Internet?				
CR	other	indef-np.bare			1	CR	_	
:					2	:	_	
And					3	And	_	
why					4	why	_	
does					5	does	_	
this					6	this	_	
balloon	OBJ_3	def-np.dem	OLD		7	balloon	set_158	
give					8	give	_	
you	OBJ_2	pron.pper	OLD		9	you	_	
access	OBJ_2	indef-np.bare			10	access	_	
to					11	to	_	
the					12	the	_	
Internet	other_3	def-np.the	OLD		13	Internet	_	
?				14	_	_
		
# text = Because there was some interesting things you had to do to figure out how to make balloons possible, they didn't have to be tethered.	
Because					1	Because	_	
there					2	there	_	
was					3	was	_	
some					4	some	_	
interesting					5	interesting	_	
things	SBJ_2	indef-np.quant			6	things	_	
you	SBJ_4	pron.pper	OLD		7	you	_	
had					8	had	_	
to					9	to	_	
do					10	do	_	
to					11	to	_	
figure					12	figure	_	
out					13	out	_	
how					14	how	_	
to					15	to	_	
make					16	make	_	
balloons	OBJ_7	indef-np.bare			17	balloons	set_54	
possible					18	possible	_	
,					19	,	_	
they	SBJ	pron.pper	OLD		20	they	set_54	
did					21	did	_	
n't					22	n't	_	
have					23	have	_	
to					24	to	_	
be					25	be	_	
tethered					26	tethered	_	
.				27	.	_
		
# text = LP: Yeah, and this is a good example of innovation.	
LP					1	LP	_	
:					2	:	_	
Yeah					3	Yeah	_	
,					4	,	_	
and					5	and	_	
this	SBJ_2	pron.pds	OLD		6	this	set_158	
is					7	is	_	
a					8	a	_	
good					9	good	_	
example	other	indef-np.a			10	example	_	
of					11	of	_	
innovation	other_2	indef-np.bare			12	innovation	_	
.				13	.	_
		
# text = Like, we've been thinking about this idea for five years or more before we started working on it, but it was just really, how do we get access points up high, cheaply?	
Like					1	Like	_	
,					2	,	_	
we	SBJ	pron.pper	OLD		3	we	_	
've					4	've	_	
been					5	been	_	
thinking					6	thinking	_	
about					7	about	_	
this					8	this	_	
idea	other	def-np.dem	OLD		9	idea	set_56	
for					10	for	_	
five					11	five	_	
years	other_2	indef-np.quant			12	years	_	
or					13	or	_	
more					14	more	_	
