# text = "Even in purely nonreligious terms, homosexuality represents a misuse of the sexual faculty.	1	''	_	
&quot;								
Even					2	Even	_	
with					8	with	_	
your	other_3	pron.ppos	OLD		9	your	_	
parents	OBJ_2	def-np.poss	OLD		10	parents	_	
and					11	and	_	
with					12	with	_	
your	other_2	pron.ppos	OLD		13	your	_	
children	other	def-np.poss	OLD		14	children	_	
.				15	.	_
		
# text = And while some of them can be difficult, there's no attempt to cure them.	
And					1	And	_	
while					2	while	_	
some	SBJ_2	def-np.poss	OLD		3	some	_	
of					4	of	_	
them	other_3	pron.pper	OLD		5	them	set_278	
can					6	can	_	
be					7	be	_	
difficult					8	difficult	_	
,					9	,	_	
there					10	there	_	
's					11	's	_	
no					12	no	_	
attempt	SBJ	indef-np.quant			13	attempt	_	
to					14	to	_	
cure					15	cure	_	
them	OBJ_3	pron.pper	OLD		16	them	set_278	
.				17	.	_
		
# text = You can argue that it's harder in the United States -- our current presidency notwithstanding -- to be a person of color.	
You	SBJ	pron.pper	OLD		1	You	_	
can					2	can	_	
argue					3	argue	_	
that					4	that	_	
it	SBJ_2	pron.pper	OLD		5	it	_	
's					6	's	_	
harder					7	harder	_	
in					8	in	_	
the					9	the	_	
United					10	United	_	
States	other_2	ne	OLD		11	States	_	
_					12	_	_	
our	other_2	pron.ppos	OLD		13	our	_	
current					14	current	_	
presidency					15	presidency	_	
notwithstanding	other	def-np.poss	OLD		16	notwithstanding	_	
_					17	_	_	
to					18	to	_	
be					19	be	_	
a					20	a	_	
person	other	indef-np.a			21	person	_	
of					22	of	_	
color	other_2	indef-np.bare			23	color	_	
.				24	.	_
		
# text = And yet, we have nobody who is trying to ensure that the next generation of children born to African-Americans and Asians come out with creamy skin and yellow hair.	
And					1	And	_	
yet					2	yet	_	
,					3	,	_	
we	SBJ	pron.pper	OLD		4	we	_	
have					5	have	_	
nobody	OBJ	pron	OLD		6	nobody	_	
who	SBJ_3				7	who	_	
is					8	is	_	
trying					9	trying	_	
to					10	to	_	
ensure					11	ensure	_	
that								
the								
next								
generation	SBJ_5	def-np.the	OLD					
of								
children	other_6	indef-np.bare						
born								
to								
African								
_								
Americans	other_8	ne	OLD					
and								
Asians	other_9	ne	OLD					
come					23	come	_	
out								
with								
creamy								
skin	other_5	indef-np.bare						
and								
yellow								
hair	other_6	indef-np.bare						
.				31	.	_
		
--	
# text = There are these other identities which you have to learn from a peer group, and I call them "horizontal identities," because the peer group is the horizontal experience.				
There					1	There	_	
are								
these								
other								
identities	SBJ	def-np.dem.other	OLD					
which	OBJ_3							
you	SBJ_3	pron.pper	OLD					
have								
to								
learn					10	learn	_	
from					11	from	_	
a					12	a	_	
peer					13	peer	_	
group	other_4	indef-np.a			14	group	_	
,					15	,	_	
and								
I	SBJ_2	pron.pper	OLD		17	I	_	
call					18	call	_	
them	OBJ_2	pron.pper	OLD		19	other	_	
&quot;					20	''	_	
horizontal					21	horizontal	set_234	
identities	other_2	indef-np.bare			22	identities	set_234	
,					23	,	_	
&quot;								
because					25	because	_	
the					26	the	_	
peer								
group	SBJ_2	def-np.the	OLD					
is								
the								
horizontal								
experience	other	def-np.the	OLD					
.				16	.	_
		
# text = These are identities that are alien to your parents and that you have to discover when you get to see them in peers.	
These	SBJ	pron.pds	OLD		1	These	set_39	
are					2	are	_	
identities	other	indef-np.bare			3	identities	set_236	
that	SBJ_2				4	that	set_236	
are					5	are	_	
alien					6	alien	_	
to					7	to	_	
your	other_3	pron.ppos	OLD		8	your	_	
parents	other_2	def-np.poss	OLD		9	parents	_	
and					10	and	_	
that					11	that	set_236	
you	SBJ_2	pron.pper	OLD		12	you	_	
have					13	have	_	
to					14	to	_	
discover					15	discover	_	
when					16	when	_	
you	SBJ_4	pron.pper	OLD		17	you	_	
get					18	get	_	
to					19	to	_	
see					20	see	_	
them	OBJ_5	pron.pper	OLD		21	them	set_38	
in					22	in	_	
peers	other_5	indef-np.bare			23	peers	_	
.				24	.	_
		
# text = And those identities, those horizontal identities, people have almost always tried to cure.	
And					1	And	_	
those					2	those	_	
identities	other	def-np.dem	OLD		3	identities	set_237	
,					4	,	_	
those					5	those	_	
horizontal					6	horizontal	_	
identities	other_2	def-np.dem	OLD		7	identities	set_39	
,					8	,	_	
people	SBJ	indef-np.bare			9	people	_	
have					10	have	_	
almost					11	almost	_	
always					12	always	_	
tried					13	tried	_	
to					14	to	_	
cure					15	cure	_	
.				16	.	_
		
# text = And I wanted to look at what the process is through which people who have those identities come to a good relationship with them.	
And					1	And	_	
I	SBJ	pron.pper	OLD		2	I	_	
wanted					3	wanted	_	
to					4	to	_	
look					5	look	_	
at					6	at	_	
what	other_4	pron.pint			7	what	_	
the					8	the	_	
process	SBJ_4	def-np.the	OLD		9	process	_	
is					10	is	_	
through					11	through	_	
which	other_4	pron.pint			12	which	_	
people	SBJ_3	indef-np			13	people	set_238	
who	SBJ_5				14	who	set_238	
have					15	have	_	
those					16	those	_	
identities	OBJ_5	def-np.dem	OLD		17	identities	set_39	
come					18	come	_	
to					19	to	_	
a					20	a	_	
good					21	good	_	
relationship	other_3	indef-np.a			22	relationship	_	
with					23	with	_	
them	other_4	pron.pper	OLD		24	them	set_39	
.				25	.	_
		
# text = And it seemed to me that there were three levels of acceptance that needed to take place.	
And					1	And	_	
it	SBJ	pron.pper	OLD		2	it	_	
seemed					3	seemed	_	
to					4	to	_	
me	other	pron.pper	OLD		5	me	_	
that					6	that	_	
there					7	there	_	
were					8	were	_	
three					9	three	_	
levels	SBJ_2	indef-np.quant			10	levels	_	
of					11	of	_	
acceptance	other_3	indef-np.bare			12	acceptance	_	
that	SBJ_4				13	that	_	
needed					14	needed	_	
to					15	to	_	
take					16	take	_	
place	OBJ_5	indef-np.bare			17	place	_	
.				18	.	_
		
# text = There's self-acceptance, there's family acceptance, and there's social acceptance.	
There					1	There	_	
's					2	's	_	
self								
_								
acceptance	SBJ	indef-np.bare			3	acceptance	set_40	
,								
there								
's					6	's	set_40	
family								
acceptance	SBJ_2	indef-np.bare						
,								
and								
there								
's					12	's	set_40	
social								
acceptance	SBJ_2	indef-np.bare						
.				15	.	_
		
# text = And they don't always coincide.	
And					1	And	_	
they	SBJ	pron.pper	OLD		2	they	set_40	
do					3	do	_	
n't					4	n't	_	
always					5	always	_	
coincide					6	coincide	_	
.				7	.	_
		
# text = And a lot of the time, people who have these conditions are very angry, because they feel as though their parents don't love them, when what actually has happened is that their parents don't accept them.	
And					1	And	_	
a					2	a	_	
lot	SBJ	indef-np.a			3	lot	_	
of					4	of	_	
the					5	the	_	
time	other_2	def-np.the	OLD		6	time	_	
,					7	,	_	
people	SBJ_3	indef-np.bare			8	people	set_183	
who	SBJ_5				9	who	set_239	
have					10	have	_	
these					11	these	_	
conditions	OBJ_5	def-np.dem	OLD		12	conditions	_	
are					13	are	_	
very					14	very	_	
angry					15	angry	_	
,					16	,	_	
because								
they	SBJ_2	pron.pper	OLD					
feel					18	feel	_	
as								
though								
their	other_4	pron.ppos	OLD					
parents	SBJ_3	def-np.poss	OLD					
do								
n't								
love								
them	OBJ_3	pron.pper	OLD					
,								
when								
what	other_3	pron.pint						
actually								
has								
happened								
is								
that								
their	other_8	pron.ppos	OLD					
parents	SBJ_7	def-np.poss	OLD					
do								
n't								
accept								
them	OBJ_7	pron.pper	OLD					
.				41	.	_
		
# text = Love is something that, ideally, is there unconditionally throughout the relationship between a parent and a child.	
Love	SBJ	indef-np.bare			1	Love	_	
is					2	is	_	
something	other	pron	OLD		3	something	_	
that	SBJ_2							
,								
ideally								
,								
is					6	is	_	
there								
unconditionally								
throughout								
the								
relationship	other_2	def-np.the	OLD					
between								
a								
parent	other_3	indef-np.a						
and								
a								
child	other_4	indef-np.a						
.				18	.	_
		
# text = But acceptance is something that takes time.	
But					1	But	_	
acceptance	SBJ	indef-np.bare			2	acceptance	set_44	
is					3	is	_	
something	other	pron	OLD		4	something	_	
that	SBJ_2				5	that	_	
takes					6	takes	_	
time	OBJ_2	indef-np.bare			7	time	_	
.				8	.	_
		
# text = It always takes time.	
It	SBJ	pron.pper	OLD		1	It	set_44	
always					2	always	_	
takes					3	takes	_	
time	OBJ	indef-np.bare			4	time	_	
.				5	.	_
		
# text = One of the dwarfs I got to know was a guy named Clinton Brown.	
One	SBJ				1	One	_	
of					2	of	_	
the					3	the	_	
dwarfs	other_2	def-np.the	OLD		4	dwarfs	_	
I	SBJ_4	pron.pper	OLD		5	I	_	
got					6	got	_	
to					7	to	_	
know					8	know	_	
was					9	was	_	
a					10	a	_	
guy	other	indef-np.a			11	guy	_	
named					12	named	_	
Clinton	other_2	ne	OLD		13	Clinton	set_58	
Brown					14	Brown	_	
.				15	.	_
		
# text = When he was born, he was diagnosed with diastrophic dwarfism, a very disabling condition, and his parents were told that he would never walk, he would never talk, he would have no intellectual capacity, and he would probably not even recognize them.	
When					1	When	_	
he	SBJ_2	pron.pper	OLD		2	he	set_58	
was					3	was	_	
born					4	born	_	
,					5	,	_	
he	SBJ	pron.pper	OLD		6	he	set_58	
was					7	was	_	
diagnosed					8	diagnosed	_	
with					9	with	_	
diastrophic					10	diastrophic	_	
dwarfism	other	indef-np.bare			11	dwarfism	_	
,					12	,	_	
a					13	a	_	
very					14	very	_	
disabling					15	disabling	_	
condition	OBJ	indef-np.a			16	condition	_	
,					17	,	_	
and					18	and	_	
his	other_3	pron.ppos	OLD		19	his	set_58	
parents	SBJ_2	def-np.poss	OLD		20	parents	set_175	
were					21	were	_	
told					22	told	_	
that					23	that	_	
he	SBJ_3	pron.pper	OLD		24	he	set_58	
would					25	would	_	
never					26	never	_	
walk					27	walk	_	
,					28	,	_	
he	SBJ_4	pron.pper	OLD		29	he	set_58	
would					30	would	_	
never					31	never	_	
talk					32	talk	_	
,					33	,	_	
he	SBJ_5	pron.pper	OLD		34	he	set_58	
would					35	would	_	
have					36	have	_	
no					37	no	_	
intellectual					38	intellectual	_	
capacity	OBJ_5	indef-np.quant			39	capacity	_	
,					40	,	_	
and					41	and	_	
he	SBJ_2	pron.pper	OLD		42	he	set_58	
would					43	would	_	
probably					44	probably	_	
not					45	not	_	
even					46	even	_	
recognize					47	recognize	_	
them	OBJ_2	pron.pper	OLD		48	them	set_175	
.				49	.	_
		
# text = And it was suggested to them that they leave him at the hospital so that he could die there quietly.	
And					1	And	_	
it	SBJ	pron.pper	OLD		2	it	_	
was					3	was	_	
suggested					4	suggested	_	
to					5	to	_	
them	other	pron.pper	OLD		6	them	set_175	
that					7	that	_	
they	SBJ_2	pron.pper	OLD		8	they	set_175	
leave					9	leave	set_279	
him	OBJ_2	pron.pper	OLD		10	him	set_58	
at					11	at	_	
the					12	the	_	
hospital	other_2	def-np.the	OLD		13	hospital	_	
so					14	so	_	
that					15	that	_	
he	SBJ_3	pron.pper	OLD		16	he	set_58	
could					17	could	_	
die					18	die	_	
there					19	there	_	
quietly					20	quietly	_	
.				21	.	_
		
# text = His mother said she wasn't going to do it, and she took her son home.	
His	other_2	pron.ppos	OLD					
mother	SBJ	def-np.poss	OLD					
said								
she	SBJ_2	pron.pper	OLD					
was								
n't								
going								
to								
do								
it	OBJ_3	pron.pper	OLD					
,								
and								
she	SBJ_3	pron.pper	OLD					
took								
her	other_4	pron.ppos	OLD		15	her	set_184	
son								
home	OBJ_3	def-np.poss	OLD					
.							
	
# text = And even though she didn't have a lot of educational or financial advantages, she found the best doctor in the country for dealing with diastrophic dwarfism, and she got Clinton enrolled with him.				
And					1	And	_	
even					2	even	_	
though					3	though	_	
she	SBJ_2	pron.pper	OLD		4	she	set_184	
did					5	did	_	
n't					6	n't	_	
have					7	have	_	
a					8	a	_	
lot	OBJ_2	indef-np.a			9	lot	_	
of					10	of	_	
educational					11	educational	_	
or					12	or	_	
financial					13	financial	_	
advantages	other_3	indef-np.bare			14	advantages	_	
,					15	,	_	
she	SBJ	pron.pper	OLD		16	she	set_184	
found					17	found	_	
the					18	the	_	
best					19	best	_	
doctor	OBJ	def-np.the	OLD		20	doctor	set_174	
in					21	in	_	
the					22	the	_	
country	other	def-np.the	OLD		23	country	set_174	
for					24	for	_	
dealing					25	dealing	set_174	
with					26	with	_	
diastrophic					27	diastrophic	_	
dwarfism	other_2	indef-np.bare			28	dwarfism	_	
,					29	,	_	
and					30	and	_	
she	SBJ_2	pron.pper	OLD		31	she	set_184	
got					32	got	_	
Clinton	OBJ_2	ne	OLD		33	Clinton	set_58	
enrolled					34	enrolled	_	
with					35	with	_	
him	other_3	pron.pper	OLD		36	him	set_174	
.				37	.	_
		
# text = And in the course of his childhood, he had 30 major surgical procedures.	
And					1	And	_	
in					2	in	_	
the					3	the	_	
course	other	def-np.poss	OLD		4	course	_	
of					5	of	_	
his	other_3	pron.ppos	OLD		6	his	set_58	
childhood	other_2	def-np.poss	OLD		7	childhood	_	
,					8	,	_	
he	SBJ	pron.pper	OLD		9	he	set_58	
had					10	had	_	
30					11	30	_	
major					12	major	_	
surgical					13	surgical	_	
procedures	OBJ	indef-np.quant			14	procedures	_	
.				15	.	_
		
# text = And he spent all this time stuck in the hospital while he was having those procedures, as a result of which, he now can walk.	
And					1	And	_	
he	SBJ	pron.pper	OLD		2	he	set_58	
spent					3	spent	_	
all					4	all	_	
this					5	this	_	
time	OBJ	def-np.dem	OLD		6	time	_	
stuck					7	stuck	_	
in					8	in	_	
the					9	the	_	
hospital	other_2	def-np.the	OLD		10	hospital	_	
while					11	while	_	
he	SBJ_3	pron.pper	OLD		12	he	set_58	
was					13	was	_	
having					14	having	_	
those					15	those	_	
procedures	OBJ_3	def-np.dem	OLD		16	procedures	_	
,					17	,	_	
as					18	as	_	
a					19	a	_	
result	other_3	indef-np.a			20	result	_	
of					21	of	_	
which					22	which	_	
,					23	,	_	
he	SBJ_5	pron.pper	OLD		23	he	set_58	
now					24	now	_	
can					25	can	_	
walk					26	walk	_	
.				27	.	_
		
# text = While he was there, they sent tutors around to help him with his schoolwork, and he worked very hard, because there was nothing else to do.	
While								
he	SBJ_2	pron.pper	OLD					
was								
there	other	pron.padv	OLD					
,								
they	SBJ	pron.pper	OLD					
sent					25	sent	_	
tutors	OBJ	indef-np.bare						
around								
to								
help								
him	OBJ_2	pron.pper	OLD					
with								
his	other_3	pron.ppos	OLD					
schoolwork	other_2	def-np.poss	OLD					
,								
and								
he	SBJ_2	pron.pper	OLD					
worked								
very								
hard								
,								
because								
there								
was								
nothing	SBJ_3	pron	OLD					
else								
to								
do								
.							
	
# text = He ended up achieving at a level that had never before been contemplated by any member of his family.				
He	SBJ	pron.pper	OLD					
ended					2	ended	_	
up								
achieving								
at								
a								
level	other_2	indef-np.a						
that	SBJ_4							
had								
never								
before								
been								
contemplated								
by								
any								
member	other_5	def-np.poss	OLD					
of								
his	other_7	pron.ppos	OLD					
family	other_6	def-np.poss	OLD					
.							
	
# text = He was the first one in his family, in fact, to go to college, where he lived on campus and drove a specially fitted car that accommodated his unusual body.				
He	SBJ	pron.pper	OLD		1	He	set_58	
was					2	was	_	
the					3	the	_	
first					4	first	_	
one	other	def-np.the	OLD		5	one	_	
in					6	in	_	
his	other_2	pron.ppos	OLD		7	his	set_58	
family	other	def-np.poss	OLD		8	family	_	
,					9	,	_	
in					10	in	_	
fact	other	indef-np.bare			11	fact	_	
,					12	,	_	
to					13	to	_	
go					14	go	_	
to					15	to	_	
college	other_3	indef-np.bare			16	college	_	
,					17	,	_	
where					18	where	_	
he	SBJ_5	pron.pper	OLD		19	he	set_58	
lived					20	lived	_	
on					21	on	_	
campus	other_5	indef-np.bare			22	campus	_	
and					23	and	_	
drove					24	drove	_	
a					25	a	_	
specially					26	specially	_	
fitted					27	fitted	_	
car	OBJ_6	indef-np.a			27	car	_	
that	SBJ_8				28	that	_	
accommodated					29	accommodated	_	
his	other_9	pron.ppos	OLD		30	his	set_58	
unusual					31	unusual	_	
body	OBJ_8	def-np.poss	OLD		32	body	_	
.				33	.	_
		
--	
# text = And his mother told me the story of coming home one day -- and he went to college nearby -- and she said, \"I saw that car, which you can always recognize, in the parking lot of a bar,\" she said.				
And					1	And	_	
his	other_3	pron.ppos	OLD		2	his	set_58	
mother	SBJ_2	def-np.poss	OLD		3	mother	set_184	
told					4	told	_	
me	OBJ_2	pron.pper	OLD		5	me	_	
the					6	the	_	
story	OBJ_2	def-np.the	OLD		7	story	_	
of					8	of	_	
coming					9	coming	_	
home					10	home	_	
one					11	one	_	
day	other_4	indef-np.quant			12	day	_	
_					13	_	_	
and					14	and	_	
he	SBJ_3	pron.pper	OLD		15	he	set_58	
went					16	went	_	
to					17	to	_	
college					18	college	_	
nearby					19	nearby	_	
_					20	_	_	
and					21	and	_	
she	SBJ_3	pron.pper	OLD		22	she	set_184	
said					23	said	_	
,					24	,	_	
&quot;					25	''	_	
I	SBJ_4	pron.pper	OLD		26	I	_	
saw					27	saw	_	
that					28	that	_	
car	OBJ_4	def-np.dem	OLD		29	car	_	
,					30	,	_	
which	OBJ_6				31	which	_	
you	SBJ_6	pron.pper	OLD		32	you	_	
can					33	can	_	
always					34	always	_	
recognize					35	recognize	_	
,					36	,	_	
in					37	in	_	
the					38	the	_	
parking					39	parking	_	
lot	other_6	def-np.the	OLD		40	lot	_	
of					41	of	_	
a					42	a	_	
bar	other_7	indef-np.a			43	bar	_	
,					44	,	_	
&quot;					45	''	_	
she	SBJ	pron.pper	OLD		46	she	set_184	
said					47	said	_	
.				48	.	_
		
--	
# text = "And I thought to myself, 'They're six feet tall, he's three feet tall.				
&quot;								
And								
I	SBJ	pron.pper	OLD					
thought					4	thought	_	
to								
myself								
,								
'								
They	SBJ_2	pron.pper	OLD					
're								
six								
feet	other_2	indef-np.quant						
tall								
,								
he	SBJ_3	pron.pper	OLD					
's								
three								
feet	SBJ_3	indef-np.quant						
tall								
.							
	
--				
# text = Two beers for them is four beers for him.'\"				
Two					1	Two	_	
beers	SBJ	indef-np.quant			2	beers	_	
for					3	for	_	
them	other_2	pron.pper	OLD		4	them	set_280	
is					5	is	_	
four					6	four	_	
beers	other	indef-np.quant			7	beers	_	
for					8	for	_	
him	other	pron.pper	OLD		9	him	set_58	
.					10	.	_	
'					11	'	_	
&quot;				12	''	_
		
--	
# text = She said, \"I knew I couldn't go in there and interrupt him, but I went home, and I left him eight messages on his cell phone.\"				
She	SBJ	pron.pper	OLD		1	She	set_184	
said					2	said	_	
,					3	,	_	
&quot;					4	''	_	
I	SBJ_2	pron.pper	OLD		5	I	_	
knew					6	knew	_	
I	SBJ_3	pron.pper	OLD		7	I	_	
could					8	could	_	
n't					9	n't	_	
go					10	go	_	
in					11	in	_	
there	other_3	pron.padv	OLD		12	there	_	
and					13	and	_	
interrupt					14	interrupt	_	
him	OBJ_3	pron.pper	OLD		15	him	set_58	
,					16	,	_	
but					17	but	_	
I	SBJ_2	pron.pper	OLD		18	I	_	
went					19	went	_	
home					20	home	_	
,					21	,	_	
and					22	and	_	
I	SBJ_2	pron.pper	OLD		23	I	_	
left					24	left	_	
him	OBJ_2	pron.pper	OLD		25	him	set_58	
eight					26	eight	_	
messages	OBJ_2	indef-np.quant			27	messages	_	
on					28	on	_	
his	other_3	pron.ppos	OLD		29	his	set_58	
cell					30	cell	_	
phone	other_2	def-np.poss	OLD		31	phone	_	
.					32	.	_	
&quot;				33	''	_
		
--	
# text = She said, "And then I thought, if someone had said to me, when he was born, that my future worry would be that he'd go drinking and driving with his college buddies ..."				
She	SBJ	pron.pper	OLD		1	She	set_184	
said					2	said	_	
,					3	,	_	
&quot;					4	''	_	
And					5	And	_	
then					6	then	_	
I	SBJ_2	pron.pper	OLD		7	I	_	
thought					8	thought	_	
,					9	,	_	
if					10	if	_	
someone	SBJ_3	pron.pind			11	someone	_	
had					12	had	_	
said					13	said	_	
to					14	to	_	
me	other_3	pron.pper	OLD		15	me	_	
,					16	,	_	
when								
he	SBJ_4	pron.pper	OLD					
was								
born								
,								
that								
my	other_4	pron.ppos	OLD		21	my	_	
future					22	future	_	
worry	SBJ_3	def-np.poss	OLD					
would								
be					25	be	_	
that								
he	SBJ_4	pron.pper	OLD					
'd								
go								
drinking								
and								
driving								
with								
his	other_7	pron.ppos	OLD					
college								
buddies	other_6	def-np.poss	OLD					
...								
&quot;							
	
--				
# text = And I said to her, \"What do you think you did that helped him to emerge as this charming, accomplished, wonderful person?\"				
And								
I	SBJ	pron.pper	OLD					
said					3	said	_	
to								
her	other	pron.pper	OLD					
,								
&quot;								
What	OBJ_2	pron.pint						
do								
you	SBJ_2	pron.pper	OLD					
think								
you	SBJ_3	pron.pper	OLD					
did								
that	SBJ_4	pron.pds	OLD					
helped								
him	OBJ_4	pron.pper	OLD					
to								
emerge								
as								
this								
charming	other_5	def-np.dem	OLD					
,								
accomplished								
,								
wonderful								
person	other_6	indef-np.bare						
?								
&quot;							
	
--				
# text = And she said, \"What did I do?				
And					1	And	_	
she	SBJ	pron.pper	OLD		2	she	set_184	
said					3	said	_	
,					4	,	_	
&quot;					5	''	_	
What	OBJ_2	pron.pint			6	What	_	
did					7	did	_	
I	SBJ_2	pron.pper	OLD		8	I	_	
do					9	do	_	
?				10	_	_
		
# text = I loved him, that's all.	
I	SBJ	pron.pper	OLD					
loved					12	loved	_	
him	OBJ	pron.pper	OLD					
,								
that	SBJ_2	pron.pds	OLD					
's								
all								
.							
	
# text = Clinton just always had that light in him.				
Clinton	SBJ	ne	OLD		1	Clinton	set_58	
just					2	just	_	
always					3	always	_	
had					4	had	_	
that					5	that	_	
light	OBJ	def-np.dem	OLD		6	light	set_87	
in					7	in	_	
him	other	pron.pper	OLD		8	him	set_58	
.				9	.	_
		
# text = And his father and	
And					1	And	_	
his	other_2	pron.ppos	OLD		2	his	set_58	
father	other	def-np.poss	OLD		3	father	_	
and				4	and	_
		
--	
# text = I were lucky enough to be the first to see it there.\"				
I	SBJ	pron.pper	OLD					
were								
lucky					3	lucky	_	
enough								
to								
be								
the								
first								
to								
see								
it	OBJ_3	pron.pper	OLD					
there								
.								
&quot;							
	
# text = I'm going to quote from another magazine of the '60s.				
I	SBJ	pron.pper	OLD		1	I	_	
'm					2	'm	_	
going					3	going	_	
to					4	to	_	
quote					5	quote	_	
from					6	from	_	
another					7	another	_	
magazine	other_2	indef-np.a			8	magazine	set_243	
of					9	of	_	
the					10	the	_	
'60s	other_3	def-np.the	OLD		11	'60s	_	
.				12	.	_
		
--	
# text = This one is from 1968 -- "The Atlantic Monthly," voice of liberal America -- written by an important bioethicist.				
This					1	This	_	
one	SBJ	def-np.dem	OLD		2	one	set_243	
is					3	is	_	
from					4	from	_	
1968					5	1968	_	
_					6	_	_	
&quot;					10	,	_	
*Monthly*					10	Monthly	_	
*''*					12	''	_	
The					7	The	_	
Atlantic					8	Atlantic	_	
Monthly	other	ne	OLD					
,								
&quot;								
voice	other_2	def-np.poss	OLD		11	voice	_	
of					12	of	_	
liberal					13	liberal	_	
America	other_3	ne	OLD		14	America	_	
_					15	_	_	
written					16	written	_	
by								
an								
important								
bioethicist	other_2	indef-np.a						
.				21	.	_
		
--	
# text = He said, \"There is no reason to feel guilty about putting a Down's syndrome child away, whether it is 'put away' in the sense of hidden in a sanitarium or in a more responsible, lethal sense.				
He	SBJ	pron.pper	OLD		1	He	set_88	
said					2	said	_	
,					3	,	_	
&quot;					4	''	_	
There					5	There	_	
is					6	is	_	
no					7	no	_	
reason	SBJ_2	indef-np.quant			8	reason	_	
to					9	to	_	
feel					10	feel	_	
guilty					11	guilty	_	
about					12	about	_	
putting					13	putting	set_244	
a					14	a	_	
Down	other_7	ne	OLD		15	Down	set_194	
's					16	'	_	
syndrome					16	syndrome	set_194	
child	OBJ_6	def-np.poss	OLD		17	child	set_194	
away					18	away	_	
,					19	,	_	
whether								
it	SBJ_2	pron.pper	OLD					
is								
'								
put					23	put	_	
*.*					41	.	_
**						
*It*					1	It	set_244	
*is*					2	is	_	
*sad*					3	sad	_	
*,*					4	,	_	
*yes*					5	yes	_	
*.*					6	.	_
**						
*.*					1	.	_	
*carries*					11	carries	_	
*True*					1	True	_	
*guilt*					2	guilt	_	
*arises*					3	arises	_	
*only*					4	only	_	
*from*					5	from	_	
*an*					6	an	_	
*offense*					7	offense	_	
away					8	against	_	
*a*					9	a	_	
*person*					10	person	_	
*,*					11	,	_	
*and*					12	and	_	
*a*					13	a	_	
*Down*					14	Down	_	
'					15	's	_	
*is*					16	is	_	
*not*					17	not	_	
*a*					18	a	_	
*person*					19	person	_	
*.*					20	.	_	
*''*					21	''	_
**						
*There*					1	There	_	
*'s*					2	's	_	
*been*					3	been	_	
*a*					4	a	_	
*lot*					5	lot	_	
*of*					6	of	_	
*ink*					7	ink	_	
*given*					8	given	_	
*to*					9	to	_	
*the*					10	the	_	
*enormous*					11	enormous	_	
*progress*					12	progress	set_245	
*that*					13	that	set_245	
*we*					14	we	_	
*'ve*					15	've	_	
*made*					16	made	_	
in					17	in	_	
the					18	the	_	
sense	other_2	def-np.the	OLD		19	treatment	_	
of					20	of	_	
*gay*					21	gay	_	
*people*					22	people	_	
*.*					23	.	_
**						
*The*					1	The	_	
*fact*					2	fact	_	
*that*					3	that	_	
*our*					4	our	_	
*attitude*					5	attitude	_	
*has*					6	has	_	
hidden	other_3	indef-np.bare			7	changed	_	
*is*					8	is	_	
in					9	in	_	
*the*					10	the	_	
*headlines*					11	headlines	_	
*every*					12	every	_	
a					13	day	_	
*.*					14	.	_
**						
sanitarium	other_2	indef-np.a			1	But	_	
or								
in					2	we	_	
a								
more					3	forget	_	
*how*					4	how	_	
*we*					5	we	_	
*used*					6	used	_	
responsible					7	to	_	
*see*					8	see	_	
*people*					9	people	set_246	
*who*					10	who	set_246	
*had*					11	had	_	
*other*					12	other	_	
*differences*					13	differences	_	
,					14	,	_	
lethal					15	how	_	
*we*					16	we	_	
*used*					17	used	_	
*to*					18	to	_	
sense	other_3	indef-np.a			19	see	_	
*people*					20	people	set_247	
*who*					21	who	set_247	
*were*					22	were	_	
*disabled*					23	disabled	_	
*,*					24	,	_	
*how*					25	how	_	
*inhuman*					26	inhuman	_	
*we*					27	we	_	
*held*					28	held	_	
*people*					29	people	_	
*to*					30	to	_	
*be*					31	be	_	
.				32	.	_
		
*And*					1	And	_	
# text = It is sad, yes.	2	the	_	
*change*					3	change	_	
It	SBJ	pron.pper	OLD		4	that	set_250	
*'s*					5	's	_	
*been*					6	been	_	
*accomplished*					7	accomplished	_	
*there*					8	there	_	
*,*					9	,	_	
*which*					10	which	_	
is					11	is	_	
*almost*					12	almost	_	
*equally*					13	equally	_	
sad					14	radical	_	
,					15	,	_	
yes					16	is	_	
*one*					17	one	set_250	
*that*					18	that	set_250	
*we*					19	we	_	
*pay*					20	pay	_	
*not*					21	not	_	
*very*					22	very	_	
*much*					23	much	_	
*attention*					24	attention	_	
*to*					25	to	_	
.				26	.	_
		
*One*					1	One	_	
*of*					2	of	_	
*the*					3	the	_	
*families*					4	families	_	
*I*					5	I	_	
# text = Dreadful.	6	interviewed	_	
*,*					7	,	_	
*Tom*					8	Tom	set_195	
*and*					9	and	_	
*Karen*					10	Karen	_	
*Robards*					11	Robards	_	
*,*					12	,	_	
*were*					13	were	_	
*taken*					14	taken	_	
*aback*					15	aback	_	
*when*					16	when	_	
*,*					17	,	_	
*as*					18	as	_	
*young*					19	young	_	
*and*					20	and	_	
Dreadful					21	successful	_	
*New*					22	New	_	
*Yorkers*					23	Yorkers	_	
*,*					24	,	_	
*their*					25	their	set_195	
*first*					26	first	_	
*child*					27	child	set_196	
*was*					28	was	_	
*diagnosed*					29	diagnosed	_	
*with*					30	with	_	
*Down*					31	Down	_	
*syndrome*					32	syndrome	_	
.				33	.	_
		
# text = But it carries no guilt.				
But								
it	SBJ	pron.pper	OLD					
carries								
no								
guilt	OBJ	indef-np.quant						
.							
	
--				
